unet,0,segmentation,3,432,1,"(128, 128, 1)",tanh,0.001,16,33,5.19677996635437e-07,0.48293608
unet,0,segmentation,3,432,3,"(128, 128, 1)",elu,0.01,16,51,5.159527063369751e-07,0.45790315
unet,0,segmentation,3,432,3,"(128, 128, 1)",elu,0.01,8,28,4.842877388000488e-07,0.48117393
unet,0,segmentation,3,432,1,"(128, 128, 1)",elu,0.01,8,73,5.438923835754395e-07,0.6258996
unet,0,segmentation,3,432,3,"(128, 128, 1)",tanh,0.001,16,51,8.028000593185425e-07,0.4882738
unet,0,segmentation,3,432,3,"(128, 128, 1)",tanh,0.01,16,51,5.774199962615967e-07,0.4839667
unet,0,segmentation,3,432,1,"(128, 128, 1)",elu,0.001,8,32,4.880130290985107e-07,0.4257602
unet,0,segmentation,3,432,3,"(128, 128, 1)",tanh,0.001,8,62,4.284083843231201e-07,0.48143473
unet,0,segmentation,3,432,1,"(128, 128, 1)",elu,0.01,16,44,4.973262548446655e-07,0.48930478
unet,0,segmentation,3,432,3,"(128, 128, 1)",relu,0.01,8,30,5.010515451431274e-07,0.46184397
