unet,segmentation,3,3339,3,"(256, 256, 3)",relu,0.0001,16,88,9754.085884818807,0.8679886
unet,segmentation,3,3339,2,"(256, 256, 3)",tanh,0.001,16,100,9019.481572283432,0.6907471
unet,segmentation,3,3339,3,"(256, 256, 3)",relu,0.01,16,88,9681.466022947803,0.75149804
unet,segmentation,3,3339,1,"(256, 256, 3)",sigmoid,0.0001,16,78,5515.384415976703,0.36448854
unet,segmentation,3,3339,1,"(256, 256, 3)",relu,0.001,16,36,2525.9037727490067,0.008327782
unet,segmentation,3,3339,1,"(256, 256, 3)",sigmoid,0.001,32,53,3728.0079124178737,0.33360413
unet,segmentation,3,3339,2,"(256, 256, 3)",sigmoid,1e-05,32,45,4041.124313812703,0.18340899
unet,segmentation,3,3339,1,"(256, 256, 3)",tanh,0.0001,8,23,1721.5955130308867,0.0083278
unet,segmentation,3,3339,2,"(256, 256, 3)",elu,0.0001,32,109,9868.19674191624,0.8955824
unet,segmentation,3,3339,2,"(256, 256, 3)",relu,0.01,64,144,13118.92235000804,0.86763334
unet,segmentation,3,3339,1,"(256, 256, 3)",relu,0.0001,32,29,2037.9735817033798,0.008327408
unet,segmentation,3,3339,1,"(256, 256, 3)",elu,0.0001,8,36,2672.342697557062,0.008327782
unet,segmentation,3,3339,3,"(256, 256, 3)",tanh,1e-05,8,183,22161.872415270656,0.88589305
unet,segmentation,3,3339,2,"(256, 256, 3)",relu,0.001,64,78,7134.297238249332,0.8558282
unet,segmentation,3,3339,1,"(256, 256, 3)",relu,1e-05,32,103,7218.4287976864725,0.754828
unet,segmentation,3,3339,2,"(256, 256, 3)",tanh,0.0001,32,92,8278.260878613219,0.84981185
unet,segmentation,3,3339,2,"(256, 256, 3)",sigmoid,1e-05,16,43,3901.1796299312264,0.09046213
unet,segmentation,3,3339,3,"(256, 256, 3)",relu,0.001,8,80,9642.048270929605,0.79158705
unet,segmentation,3,3339,2,"(256, 256, 3)",sigmoid,0.01,64,39,3531.2272464912385,0.34462494
unet,segmentation,3,3339,3,"(256, 256, 3)",sigmoid,1e-05,32,70,7686.596525577828,0.05928142
unet,segmentation,3,3339,2,"(256, 256, 3)",tanh,0.001,32,125,11226.751094235107,0.7212811
unet,segmentation,3,3339,1,"(256, 256, 3)",sigmoid,0.001,16,43,3054.372839137912,0.3386853
unet,segmentation,3,3339,1,"(256, 256, 3)",tanh,1e-05,64,60,4332.874518547207,0.59152794
unet,segmentation,3,3339,3,"(256, 256, 3)",elu,0.001,8,45,5469.847945857793,0.008327733
unet,segmentation,3,3339,2,"(256, 256, 3)",relu,0.001,8,26,2544.318752989173,0.008327812
unet,segmentation,3,3339,3,"(256, 256, 3)",elu,0.01,64,114,12670.2256638892,0.798962
unet,segmentation,3,3339,2,"(256, 256, 3)",elu,0.0001,8,71,6994.870015760884,0.8659752
unet,segmentation,3,3339,2,"(256, 256, 3)",tanh,1e-05,8,151,14885.312492860481,0.88544005
unet,segmentation,3,3339,2,"(256, 256, 3)",sigmoid,0.0001,64,114,10417.227870224044,0.80776054
unet,segmentation,3,3339,3,"(256, 256, 3)",sigmoid,0.001,64,105,11495.027306662872,0.6187148
