unet,0,segmentation,3,6890,1,"(160, 160, 3)",tanh,0.001,16,33,1746.4620424639434,0.3100965
unet,0,segmentation,3,6890,3,"(160, 160, 3)",elu,0.01,16,21,1472.3815378323197,0.31052122
unet,0,segmentation,3,6890,3,"(160, 160, 3)",elu,0.01,8,21,1604.680732248351,0.3104724
unet,0,segmentation,3,6890,1,"(160, 160, 3)",elu,0.01,8,21,1184.7334833797067,0.3110091
unet,0,segmentation,3,6890,3,"(160, 160, 3)",elu,0.001,16,43,2970.234090225771,0.3111705
unet,0,segmentation,3,6890,3,"(160, 160, 3)",tanh,0.01,16,21,1468.1572050526738,0.3112249
unet,0,segmentation,3,6890,1,"(160, 160, 3)",elu,0.001,16,37,1940.4764489475638,0.309069
unet,0,segmentation,3,6890,3,"(160, 160, 3)",tanh,0.001,16,39,2692.7362474743277,0.30809665
unet,0,segmentation,3,6890,1,"(160, 160, 3)",elu,0.01,16,30,1595.8106895443052,0.31188747
unet,0,segmentation,3,6890,1,"(160, 160, 3)",elu,0.001,8,29,1628.149997515604,0.3097759
unet,0,segmentation,3,6890,1,"(160, 160, 3)",relu,0.01,16,21,1119.5298102144152,0.3103305
unet,0,segmentation,3,6890,1,"(160, 160, 3)",tanh,0.001,8,37,2054.9022369813174,0.31204864
