architecture,error_metric,task,num_features,training_samples,n_layers,activation_function,learning_rate,batch_size,metric,dimension,dataset,y
CNN,0,segmentation,30,480,2,tanh,0.001,16,0.6695312,3,indian-pines,0.913645987206823
CNN,0,segmentation,30,480,4,tanh,1e-05,128,0.37734374,3,indian-pines,0.5149253594882729
CNN,0,segmentation,30,480,1,sigmoid,0.0001,128,0.51054686,3,indian-pines,0.6966950754797442
CNN,0,segmentation,30,480,5,sigmoid,0.001,8,0.62109375,3,indian-pines,0.847547974413646
CNN,0,segmentation,30,480,2,relu,0.01,128,0.7328125,3,indian-pines,1.0
CNN,0,segmentation,30,480,4,relu,1e-05,64,0.5335938,3,indian-pines,0.7281450575692964
CNN,0,segmentation,30,480,2,sigmoid,0.01,16,0.7152344,3,indian-pines,0.9760128272921109
CNN,0,segmentation,30,480,2,sigmoid,0.001,64,0.66328126,3,indian-pines,0.905117284434968
CNN,0,segmentation,30,480,4,sigmoid,0.0001,128,0.5449219,3,indian-pines,0.7436034456289978
CNN,0,segmentation,30,480,2,elu,0.001,128,0.7144531,3,indian-pines,0.9749466609808102
CNN,0,segmentation,30,480,1,tanh,0.001,64,0.696875,3,indian-pines,0.9509594882729212
CNN,0,segmentation,30,480,5,tanh,0.0001,8,0.5839844,3,indian-pines,0.7969083496801705
CNN,0,segmentation,30,480,4,elu,1e-05,8,0.6238281,3,indian-pines,0.8512792835820896
CNN,0,segmentation,30,480,3,sigmoid,0.0001,64,0.6328125,3,indian-pines,0.8635394456289979
CNN,0,segmentation,30,480,4,relu,0.001,128,0.6519531,3,indian-pines,0.8896588144989339
CNN,0,segmentation,30,480,2,elu,1e-05,32,0.528125,3,indian-pines,0.720682302771855
CNN,0,segmentation,30,480,3,tanh,0.001,8,0.6730469,3,indian-pines,0.9184435309168444
CNN,0,segmentation,30,480,2,sigmoid,0.0001,16,0.66914064,3,indian-pines,0.9131130268656716
CNN,0,segmentation,30,480,2,elu,1e-05,8,0.5914062,3,indian-pines,0.8070361791044777
CNN,0,segmentation,30,480,2,sigmoid,0.001,32,0.678125,3,indian-pines,0.9253731343283582
CNN,0,segmentation,30,480,1,elu,0.0001,32,0.68007815,3,indian-pines,0.9280384136460555
CNN,0,segmentation,30,480,2,elu,0.0001,8,0.7046875,3,indian-pines,0.9616204690831557
CNN,0,segmentation,30,480,1,relu,0.001,32,0.7046875,3,indian-pines,0.9616204690831557
CNN,0,segmentation,30,480,4,elu,0.01,64,0.690625,3,indian-pines,0.9424307036247336
CNN,0,segmentation,30,480,5,elu,0.01,128,0.684375,3,indian-pines,0.9339019189765458
CNN,0,segmentation,30,480,4,relu,0.001,32,0.6855469,3,indian-pines,0.9355011002132196
CNN,0,segmentation,30,480,4,sigmoid,1e-05,8,0.5191406,3,indian-pines,0.7084221407249467
CNN,0,segmentation,30,480,1,sigmoid,0.01,64,0.696875,3,indian-pines,0.9509594882729212
CNN,0,segmentation,30,480,5,relu,0.001,16,0.60546875,3,indian-pines,0.826226012793177
CNN,0,segmentation,30,480,2,tanh,0.01,16,0.71171874,3,indian-pines,0.9712153381663113
