CNN,segmentation,30,480,3,"(4, 4, 30)",sigmoid,0.0001,64,268,11.40125435963273,0.71835935
CNN,segmentation,30,480,2,"(4, 4, 30)",sigmoid,1e-05,16,226,21.672533001750708,0.72929686
CNN,segmentation,30,480,4,"(4, 4, 30)",elu,0.0001,128,318,11.0286465883255,0.7097656
CNN,segmentation,30,480,2,"(4, 4, 30)",tanh,1e-05,128,347,11.763388091698289,0.7097656
CNN,segmentation,30,480,5,"(4, 4, 30)",elu,1e-05,64,270,11.288794426247478,0.7144531
CNN,segmentation,30,480,5,"(4, 4, 30)",relu,0.001,64,275,11.67770491167903,0.725
CNN,segmentation,30,480,1,"(4, 4, 30)",elu,0.001,64,268,11.301699129864573,0.70039064
CNN,segmentation,30,480,4,"(4, 4, 30)",tanh,1e-05,64,270,11.615149226039648,0.7074219
CNN,segmentation,30,480,2,"(4, 4, 30)",tanh,0.0001,8,218,37.78518692776561,0.70820314
CNN,segmentation,30,480,5,"(4, 4, 30)",relu,0.01,128,326,11.43568355590105,0.69375
CNN,segmentation,30,480,2,"(4, 4, 30)",relu,1e-05,128,352,12.197100246325135,0.71875
CNN,segmentation,30,480,2,"(4, 4, 30)",tanh,1e-05,64,264,11.305461153388023,0.7199219
CNN,segmentation,30,480,1,"(4, 4, 30)",sigmoid,0.01,8,216,38.18949135765433,0.7386719
CNN,segmentation,30,480,3,"(4, 4, 30)",sigmoid,0.001,32,240,13.933992568403482,0.7171875
CNN,segmentation,30,480,4,"(4, 4, 30)",relu,0.0001,32,238,13.912112852558494,0.715625
CNN,segmentation,30,480,1,"(4, 4, 30)",sigmoid,0.0001,8,219,39.74022282473743,0.6972656
CNN,segmentation,30,480,4,"(4, 4, 30)",sigmoid,0.01,64,270,11.311457077041268,0.71015626
CNN,segmentation,30,480,5,"(4, 4, 30)",sigmoid,0.0001,16,230,22.829001450911164,0.7011719
CNN,segmentation,30,480,1,"(4, 4, 30)",elu,1e-05,64,265,11.269562302157283,0.70703125
CNN,segmentation,30,480,2,"(4, 4, 30)",tanh,0.0001,16,230,22.488182486966252,0.72265625
CNN,segmentation,30,480,3,"(4, 4, 30)",elu,0.01,8,218,38.629843175411224,0.71171874
CNN,segmentation,30,480,3,"(4, 4, 30)",sigmoid,0.001,8,220,39.08583959005773,0.70703125
CNN,segmentation,30,480,5,"(4, 4, 30)",elu,0.01,8,224,39.03869912773371,0.709375
CNN,segmentation,30,480,3,"(4, 4, 30)",sigmoid,0.01,8,221,39.94475600682199,0.72578126
CNN,segmentation,30,480,5,"(4, 4, 30)",elu,0.01,64,267,11.190892966464162,0.71484375
CNN,segmentation,30,480,4,"(4, 4, 30)",sigmoid,0.001,64,277,11.874431751668453,0.728125
CNN,segmentation,30,480,2,"(4, 4, 30)",tanh,0.001,32,237,13.786714071407914,0.7132813
CNN,segmentation,30,480,1,"(4, 4, 30)",elu,0.001,128,337,12.012047585099936,0.68710935
CNN,segmentation,30,480,3,"(4, 4, 30)",relu,0.001,128,340,11.485470892861485,0.7171875
CNN,segmentation,30,480,3,"(4, 4, 30)",elu,0.001,8,218,38.41363484971225,0.72148436
CNN,segmentation,30,480,5,"(4, 4, 30)",tanh,0.01,64,271,11.651925025507808,0.7042969
CNN,segmentation,30,480,2,"(4, 4, 30)",relu,0.001,32,238,14.060369238257408,0.71171874
CNN,segmentation,30,480,4,"(4, 4, 30)",sigmoid,0.0001,8,216,38.72695089504123,0.7242187
CNN,segmentation,30,480,3,"(4, 4, 30)",relu,0.01,128,339,11.962582360953093,0.69257814
CNN,segmentation,30,480,2,"(4, 4, 30)",sigmoid,0.001,128,358,12.13907583244145,0.71601564
CNN,segmentation,30,480,3,"(4, 4, 30)",sigmoid,0.0001,8,225,39.44096204824746,0.7203125
CNN,segmentation,30,480,5,"(4, 4, 30)",elu,0.001,8,216,38.121755447238684,0.7109375
CNN,segmentation,30,480,1,"(4, 4, 30)",sigmoid,1e-05,128,332,11.657260850071907,0.7144531
CNN,segmentation,30,480,3,"(4, 4, 30)",elu,0.0001,128,335,11.66145908460021,0.70820314
