irnet,segmentation,"(2749, 2)",3339,3,"(256, 256, 3)",tanh,0.01,8,39,4164.547422280535,0.0069403364
irnet,segmentation,"(2749, 2)",3339,3,"(256, 256, 3)",relu,0.001,8,23,2443.064550144598,0.0069403364
irnet,segmentation,"(2749, 2)",3339,3,"(256, 256, 3)",tanh,0.001,4,58,6331.277049815282,0.0069403364
irnet,segmentation,"(2749, 2)",3339,1,"(256, 256, 3)",elu,0.01,4,58,3770.181227747351,0.0069403364
irnet,segmentation,"(2749, 2)",3339,2,"(256, 256, 3)",tanh,0.001,8,30,2355.0444139949977,0.0069403364
irnet,segmentation,"(2749, 2)",3339,2,"(256, 256, 3)",elu,1e-05,16,68,5485.494285108522,0.62378144
irnet,segmentation,"(2749, 2)",3339,1,"(256, 256, 3)",relu,0.01,4,58,3776.640660636127,0.0069403364
irnet,segmentation,"(2749, 2)",3339,1,"(256, 256, 3)",sigmoid,0.0001,4,76,4944.025519408286,0.5945544
irnet,segmentation,"(2749, 2)",3339,3,"(256, 256, 3)",relu,0.0001,32,51,5776.111953308806,0.8166712
irnet,segmentation,"(2749, 2)",3339,2,"(256, 256, 3)",sigmoid,1e-05,16,68,5499.762106359005,0.6228072
irnet,segmentation,"(2749, 2)",3339,3,"(256, 256, 3)",relu,1e-05,4,76,8331.140729442239,0.59418094
irnet,segmentation,"(2749, 2)",3339,1,"(256, 256, 3)",tanh,1e-05,4,57,3675.707931820303,0.52226615
irnet,segmentation,"(2749, 2)",3339,1,"(256, 256, 3)",elu,0.001,8,39,2432.584004091099,0.0069403364
irnet,segmentation,"(2749, 2)",3339,3,"(256, 256, 3)",elu,0.001,8,39,4191.997078545392,0.0069403364
irnet,segmentation,"(2749, 2)",3339,1,"(256, 256, 3)",elu,1e-05,32,104,6239.834100257605,0.5961145
irnet,segmentation,"(2749, 2)",3339,3,"(256, 256, 3)",sigmoid,0.001,4,58,6304.068945106119,0.0069403364
irnet,segmentation,"(2749, 2)",3339,2,"(256, 256, 3)",tanh,0.0001,8,131,10312.282234001905,0.7771513
irnet,segmentation,"(2749, 2)",3339,1,"(256, 256, 3)",sigmoid,0.001,4,58,3774.863742839545,0.0069403364
irnet,segmentation,"(2749, 2)",3339,2,"(256, 256, 3)",relu,0.01,32,200,15767.786525616422,0.7238599
irnet,segmentation,"(2749, 2)",3339,2,"(256, 256, 3)",elu,0.0001,8,52,4044.079347740859,0.0069403388
irnet,segmentation,"(2749, 2)",3339,2,"(256, 256, 3)",sigmoid,1e-05,8,55,4290.395127538592,0.61629564
irnet,segmentation,"(2749, 2)",3339,1,"(256, 256, 3)",relu,0.001,16,145,8606.826441444457,0.8220455
irnet,segmentation,"(2749, 2)",3339,3,"(256, 256, 3)",tanh,0.01,32,200,22524.90807655081,0.84584576
irnet,segmentation,"(2749, 2)",3339,2,"(256, 256, 3)",relu,1e-05,32,52,4148.748039837927,0.6826717
irnet,segmentation,"(2749, 2)",3339,1,"(256, 256, 3)",sigmoid,0.0001,16,92,5544.979673281312,0.701404
irnet,segmentation,"(2749, 2)",3339,3,"(256, 256, 3)",relu,0.0001,16,108,12106.77213716507,0.8816694
irnet,segmentation,"(2749, 2)",3339,1,"(256, 256, 3)",tanh,0.001,8,55,3397.256801323965,0.66987467
irnet,segmentation,"(2749, 2)",3339,1,"(256, 256, 3)",sigmoid,0.0001,8,42,2600.8008473236114,0.6147938
irnet,segmentation,"(2749, 2)",3339,2,"(256, 256, 3)",relu,1e-05,16,68,5447.888418391347,0.68554926
irnet,segmentation,"(2749, 2)",3339,3,"(256, 256, 3)",elu,0.01,4,58,6323.7411857564,0.0069403364
