mnr,segmentation,3,3339,1,"(256, 256, 3)",relu,0.0001,32,84,5816.911133099347,0.6128519
mnr,segmentation,3,3339,2,"(256, 256, 3)",relu,0.001,64,96,7472.57837363705,0.66795695
mnr,segmentation,3,3339,1,"(256, 256, 3)",elu,0.01,32,49,3339.225767482072,0.0052360855
mnr,segmentation,3,3339,1,"(256, 256, 3)",sigmoid,0.001,64,96,6736.136467117816,0.5303484
mnr,segmentation,3,3339,1,"(256, 256, 3)",tanh,0.0001,8,73,5151.101653588936,0.55848515
mnr,segmentation,3,3339,1,"(256, 256, 3)",relu,0.0001,8,26,1859.1204337906092,0.051095538
mnr,segmentation,3,3339,2,"(256, 256, 3)",tanh,0.001,16,119,8837.425115654245,0.56402266
mnr,segmentation,3,3339,3,"(256, 256, 3)",tanh,0.01,16,33,2654.761563533917,0.020288924
mnr,segmentation,3,3339,1,"(256, 256, 3)",sigmoid,0.0001,16,75,5119.8883462511,0.49782908
mnr,segmentation,3,3339,1,"(256, 256, 3)",tanh,0.001,64,96,6765.269952196628,0.6357553
mnr,segmentation,3,3339,2,"(256, 256, 3)",elu,0.001,32,84,6225.486140046269,0.6574762
mnr,segmentation,3,3339,1,"(256, 256, 3)",tanh,0.01,16,24,1628.6461672186852,0.01085303
mnr,segmentation,3,3339,2,"(256, 256, 3)",sigmoid,0.0001,32,84,6169.813227623701,0.50724876
mnr,segmentation,3,3339,3,"(256, 256, 3)",sigmoid,1e-05,8,48,4003.72157115303,0.46034107
mnr,segmentation,3,3339,3,"(256, 256, 3)",tanh,0.01,8,23,1923.3382729440928,0.051101692
mnr,segmentation,3,3339,3,"(256, 256, 3)",relu,0.001,64,114,9531.12296295166,0.68348426
mnr,segmentation,3,3339,3,"(256, 256, 3)",elu,0.0001,64,96,7954.51758592017,0.6091857
mnr,segmentation,3,3339,2,"(256, 256, 3)",sigmoid,1e-05,32,84,6149.355585543439,0.46472096
mnr,segmentation,3,3339,1,"(256, 256, 3)",elu,1e-05,64,96,6724.956267602742,0.5370684
mnr,segmentation,3,3339,2,"(256, 256, 3)",tanh,0.001,64,159,12096.019368406385,0.65507233
mnr,segmentation,3,3339,3,"(256, 256, 3)",relu,0.01,32,49,3953.9663968011737,0.0052360855
mnr,segmentation,3,3339,3,"(256, 256, 3)",tanh,1e-05,16,75,6021.130814502016,0.51731354
mnr,segmentation,3,3339,2,"(256, 256, 3)",elu,0.0001,16,69,5112.5000573489815,0.5396682
mnr,segmentation,3,3339,2,"(256, 256, 3)",sigmoid,0.01,8,21,1613.623258691281,0.0511017
mnr,segmentation,3,3339,1,"(256, 256, 3)",relu,0.001,64,114,7989.670036092401,0.64944667
mnr,segmentation,3,3339,3,"(256, 256, 3)",relu,0.001,8,23,1963.2243507672101,0.0511017
mnr,segmentation,3,3339,1,"(256, 256, 3)",elu,0.01,16,109,7348.1402309425175,0.5945489
mnr,segmentation,3,3339,3,"(256, 256, 3)",tanh,0.0001,64,119,9758.220280980691,0.64935076
mnr,segmentation,3,3339,1,"(256, 256, 3)",relu,1e-05,16,69,4703.746109165251,0.5230745
mnr,segmentation,3,3339,3,"(256, 256, 3)",elu,1e-05,16,69,5570.106618121266,0.5334584
